"cl"	"cluster_id"	"cluster_id_label"	"supertype_id"	"supertype_label"	"supertype_id_label"	"subclass_id"	"subclass_label"	"subclass_id_label"	"class_label"	"class_id"	"class_id_label"	"anatomical_annotation"	"notes"	"CCF_broad.freq"	"CCF_acronym.freq"	"v3.size"	"v2.size"	"multiome.size"	"cluster.markers"	"merfish.markers"	"F"	"M"	"sex.bias"	"Dark"	"Light"	"nt_type_label"	"nt_type_combo_label"
2030	1948	"1948 DMH Hmx2 Gaba_4"	490	"DMH Hmx2 Gaba_4"	"0490 DMH Hmx2 Gaba_4"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"DMH"	NA	"HY:0.98"	"HY:0.5,DMH:0.45"	89	69	0	"Bsx,Npffr2,Frem1,Gal"	"Gal,Rspo2,Sox2,Nwd2"	0.34	0.66	""	0.04	0.96	"GABA"	"GABA"
2033	1949	"1949 DMH Hmx2 Gaba_4"	490	"DMH Hmx2 Gaba_4"	"0490 DMH Hmx2 Gaba_4"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"DMH"	NA	"HY:1"	"DMH:0.38,HY:0.38,PVHd:0.12"	30	24	0	"Aoah,Foxd2"	"Scgn,Ndnf,Adamts9,Stac"	0.56	0.44	""	0.09	0.91	"GABA"	"GABA"
2036	1950	"1950 DMH Hmx2 Gaba_4"	490	"DMH Hmx2 Gaba_4"	"0490 DMH Hmx2 Gaba_4"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"DMH"	NA	"HY:1"	"HY:0.5,DMH:0.25,PVHd:0.25"	36	38	0	"Bsx,Fam129a"	"Gal,Rspo2,Ltbp1,Slc5a7,Hcrtr2"	0.34	0.66	""	0.07	0.93	"GABA"	"GABA"
2037	1951	"1951 DMH Hmx2 Gaba_4"	490	"DMH Hmx2 Gaba_4"	"0490 DMH Hmx2 Gaba_4"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"DMH"	NA	"HY:0.95"	"DMH:0.65,HY:0.25"	49	30	0	"Prdm13,Lef1,Gm13832"	"Skor1,Rspo2,Tcf7l2,Hpgd,Pnoc"	0.34	0.66	""	0.05	0.95	"GABA"	"GABA"
1685	1952	"1952 DMH Hmx2 Gaba_5"	491	"DMH Hmx2 Gaba_5"	"0491 DMH Hmx2 Gaba_5"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LHA"	NA	"HY:0.98"	"LHA:0.4,HY:0.37,ZI:0.14"	44	51	0	"Csta2,Bdkrb2,Lhx1"	"Gal,Tac2,Lhx1,Stac"	0.68	0.32	""	0.04	0.96	"GABA"	"GABA"
1848	1953	"1953 DMH Hmx2 Gaba_5"	491	"DMH Hmx2 Gaba_5"	"0491 DMH Hmx2 Gaba_5"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LHA"	NA	"HY:0.94"	"HY:0.29,LHA:0.17,DMH:0.09,RCH:0.08,ZI:0.05,MPO:0.04,VMH:0.04,TU:0.04"	61	76	0	"Sytl4,Glra4,Plscr4"	"Gal,Nts,Igf1,Necab1,Ccnd2"	0.58	0.42	""	0.06	0.94	"GABA"	"GABA"
1889	1954	"1954 DMH Hmx2 Gaba_5"	491	"DMH Hmx2 Gaba_5"	"0491 DMH Hmx2 Gaba_5"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LHA"	NA	"HY:0.96"	"HY:0.67,DMH:0.11,LHA:0.11"	25	21	0	"Bsx,Piezo2,Gm12082"	"Piezo2,Isl1,Col24a1,Slc32a1"	0.48	0.52	""	0.11	0.89	"GABA"	"GABA"
1906	1955	"1955 DMH Hmx2 Gaba_5"	491	"DMH Hmx2 Gaba_5"	"0491 DMH Hmx2 Gaba_5"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LHA"	NA	"HY:0.97"	"LHA:0.47,HY:0.24,PeF:0.09,TU:0.08"	89	101	0	"Mbnl3,Lama1,Calcr"	"Calcr,Crh,Isl1"	0.65	0.35	""	0.08	0.92	"GABA"	"GABA"
1907	1956	"1956 DMH Hmx2 Gaba_5"	491	"DMH Hmx2 Gaba_5"	"0491 DMH Hmx2 Gaba_5"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LHA"	NA	"HY:0.95"	"HY:0.27,LHA:0.22,DMH:0.09,PeF:0.08,PVHd:0.08,TU:0.08"	87	82	0	"Hmx2,Nts,Foxp2,Ptger4,D430036J16Rik"	"Gal,Nts,Otof,Npy2r,Isl1,Arhgap36,Gpr139,Glra2"	0.6	0.4	""	0.07	0.93	"GABA"	"GABA"
1908	1957	"1957 DMH Hmx2 Gaba_5"	491	"DMH Hmx2 Gaba_5"	"0491 DMH Hmx2 Gaba_5"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LHA"	NA	"HY:0.94"	"LHA:0.61,HY:0.22"	20	43	0	"Gsx1,Brs3,Gm29683"	"Nts,Isl1,Chst9,Cartpt,Slc32a1"	0.71	0.29	""	0	1	"GABA"	"GABA"
1893	1958	"1958 DMH Hmx2 Gaba_6"	492	"DMH Hmx2 Gaba_6"	"0492 DMH Hmx2 Gaba_6"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"DMH"	NA	"HY:1"	"DMH:0.38,HY:0.36,AHN:0.06"	58	56	0	"Gpr50,Crhr2,Gal"	"Gal,Calcr,Angpt1,Rorb,Bcl11a"	0.41	0.59	""	0.04	0.96	"GABA"	"GABA"
1885	1959	"1959 DMH Hmx2 Gaba_6"	492	"DMH Hmx2 Gaba_6"	"0492 DMH Hmx2 Gaba_6"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"DMH"	NA	"HY:0.99"	"DMH:0.35,HY:0.23,VMH:0.15,AHN:0.1"	239	294	0	"Gpr50,Tac2,Npbwr1"	"Tac2,Calcr,Npbwr1"	0.36	0.64	""	0.07	0.93	"GABA"	"GABA"
1886	1960	"1960 DMH Hmx2 Gaba_6"	492	"DMH Hmx2 Gaba_6"	"0492 DMH Hmx2 Gaba_6"	107	"DMH Hmx2 Gaba"	"107 DMH Hmx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"DMH"	NA	"HY:0.89"	"DMH:0.28,HY:0.22,PVi:0.22,VMH:0.17"	63	37	0	"Gpr50,Tac2,Calcr,Cpne4"	"Tac2,Calcr,C1ql3,Adgrv1"	0.34	0.66	""	0.16	0.84	"GABA"	"GABA"
1976	1961	"1961 ARH-PVp Tbx3 Gaba_1"	493	"ARH-PVp Tbx3 Gaba_1"	"0493 ARH-PVp Tbx3 Gaba_1"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:0.97"	"ARH:0.67,VMH:0.09,HY:0.08"	182	125	0	"Tbx3,Mbnl3,Esr1"	"Tbx3,Tmem215,Slc32a1,Hcrtr2,Oprk1,Glra3"	0.47	0.53	""	0.1	0.9	"GABA"	"GABA"
1981	1962	"1962 ARH-PVp Tbx3 Gaba_1"	493	"ARH-PVp Tbx3 Gaba_1"	"0493 ARH-PVp Tbx3 Gaba_1"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:0.98"	"ARH:0.78,RCH:0.05"	331	189	0	"Tbx3,Crabp1,Lamp5"	"Tbx3,Prok2,Slc32a1,Ptprm"	0.53	0.47	""	0.13	0.87	"GABA"	"GABA"
1982	1963	"1963 ARH-PVp Tbx3 Gaba_1"	493	"ARH-PVp Tbx3 Gaba_1"	"0493 ARH-PVp Tbx3 Gaba_1"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:0.98"	"ARH:0.71,VMH:0.16"	56	61	0	"Tbx3os1,Crabp1,Gpr37"	"Tbx3,Fgf10,Slc32a1,Nkx2-1"	0.37	0.63	""	0.15	0.85	"GABA"	"GABA"
2005	1964	"1964 ARH-PVp Tbx3 Gaba_1"	493	"ARH-PVp Tbx3 Gaba_1"	"0493 ARH-PVp Tbx3 Gaba_1"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:1"	"ARH:0.41,VMH:0.39,HY:0.14"	54	56	0	"Tbx3os1,Gm8773,Lbhd2"	"Tbx3,Barhl2,Npsr1,Tox"	0.45	0.55	""	0.05	0.95	"GABA"	"GABA"
1959	1965	"1965 ARH-PVp Tbx3 Gaba_2"	494	"ARH-PVp Tbx3 Gaba_2"	"0494 ARH-PVp Tbx3 Gaba_2"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"PVp"	NA	"HY:0.96"	"ARH:0.35,PVi:0.22,DMH:0.13,PVp:0.13"	50	55	0	"Tbx3,Crabp1,Dlx1as,Htr2c"	"Tbx3,St18,Gpr149,Oprk1"	0.45	0.55	""	0.06	0.94	"GABA"	"GABA"
1960	1966	"1966 ARH-PVp Tbx3 Gaba_2"	494	"ARH-PVp Tbx3 Gaba_2"	"0494 ARH-PVp Tbx3 Gaba_2"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"PVp"	NA	"HY:1"	"ARH:0.46,PVi:0.31,DMH:0.15"	78	92	0	"Foxd2os,Edar,Th"	"Nkx2-4,Th,Galr1,Galnt14"	0.44	0.56	""	0.06	0.94	"GABA"	"GABA"
1961	1967	"1967 ARH-PVp Tbx3 Gaba_2"	494	"ARH-PVp Tbx3 Gaba_2"	"0494 ARH-PVp Tbx3 Gaba_2"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"PVp"	NA	"HY:0.93"	"PVp:0.69,V3:0.07,PVi:0.06"	202	163	0	"Tbx3,Trh,Glra2,Asb4"	"Tbx3,Nkx2-4,Glra2,Bcl11a"	0.58	0.42	""	0.06	0.94	"GABA"	"GABA"
1978	1968	"1968 ARH-PVp Tbx3 Gaba_3"	495	"ARH-PVp Tbx3 Gaba_3"	"0495 ARH-PVp Tbx3 Gaba_3"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:1"	"ARH:0.63,VMH:0.22"	56	112	0	"Tbx19,Rgcc"	"Tbx3,Creb3l1,Oprd1,Ret,Prlr"	0.3	0.7	""	0.1	0.9	"GABA"	"GABA"
1979	1969	"1969 ARH-PVp Tbx3 Gaba_3"	495	"ARH-PVp Tbx3 Gaba_3"	"0495 ARH-PVp Tbx3 Gaba_3"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:1"	"ARH:0.49,VMH:0.23,HY:0.21"	170	159	0	"Tbx3,Tbx19,Pirt,Crabp1"	"Tbx3,Otp,Nwd2,Nkx2-1,Chrm2"	0.44	0.56	""	0.12	0.88	"GABA"	"GABA"
1980	1970	"1970 ARH-PVp Tbx3 Gaba_3"	495	"ARH-PVp Tbx3 Gaba_3"	"0495 ARH-PVp Tbx3 Gaba_3"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:0.98"	"ARH:0.57,VMH:0.14,HY:0.09"	270	187	0	"Tbx19,Anxa2"	"Tbx3,Lhx2,Tafa2,Ret"	0.42	0.58	""	0.11	0.89	"GABA"	"GABA"
1977	1971	"1971 ARH-PVp Tbx3 Gaba_3"	495	"ARH-PVp Tbx3 Gaba_3"	"0495 ARH-PVp Tbx3 Gaba_3"	108	"ARH-PVp Tbx3 Gaba"	"108 ARH-PVp Tbx3 Gaba"	"HY GABA"	12	"12 HY GABA"	"ARH PVp"	NA	"HY:0.99"	"ARH:0.74,VMH:0.14"	300	206	0	"Tbx3,Crabp1,Kntc1"	"Tbx3,Col18a1,Chrm3,Sox2"	0.45	0.55	""	0.15	0.85	"GABA"	"GABA"
1761	1972	"1972 LGv-ZI Otx2 Gaba_1"	496	"LGv-ZI Otx2 Gaba_1"	"0496 LGv-ZI Otx2 Gaba_1"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"NA:0.5,TH:0.41"	"LGv:0.24,sm:0.16,fi:0.15,V3:0.1,root:0.07,BST:0.06,TH:0.06"	74	13	0	"Opn5,Gm13264"	"Casr,Prrxl1,Slc5a7"	0.46	0.54	""	0.02	0.98	"GABA"	"GABA"
1768	1973	"1973 LGv-ZI Otx2 Gaba_1"	496	"LGv-ZI Otx2 Gaba_1"	"0496 LGv-ZI Otx2 Gaba_1"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"TH:0.98"	"LGv:0.78,IGL:0.2"	138	87	0	"A930003A15Rik,Casr"	"Casr,Zic1,Pde11a,Ankfn1"	0.35	0.65	""	0.02	0.98	"GABA"	"GABA"
1779	1974	"1974 LGv-ZI Otx2 Gaba_1"	496	"LGv-ZI Otx2 Gaba_1"	"0496 LGv-ZI Otx2 Gaba_1"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"TH:0.68,NA:0.23"	"LGv:0.51,PT:0.09,sm:0.05,BST:0.04,IGL:0.04,V3:0.04,fi:0.04"	71	58	0	"Abca4,Casr,Gm15270,Ankfn1"	"Casr,Zic1,Npsr1,C230014O12Rik"	0.5	0.5	""	0.02	0.98	"GABA"	"GABA"
1765	1975	"1975 LGv-ZI Otx2 Gaba_1"	496	"LGv-ZI Otx2 Gaba_1"	"0496 LGv-ZI Otx2 Gaba_1"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"TH:0.97"	"LGv:0.85"	175	107	0	"Pla2r1,Frem3"	"Otx2,Sp9,Scn7a,Col18a1,Nos1"	0.41	0.59	""	0.02	0.98	"GABA"	"GABA"
1769	1976	"1976 LGv-ZI Otx2 Gaba_1"	496	"LGv-ZI Otx2 Gaba_1"	"0496 LGv-ZI Otx2 Gaba_1"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"TH:0.88"	"LGv:0.48,LGd-co:0.17,IGL:0.15,ZI:0.09"	65	55	0	"9330185C12Rik,Ctxn3,Scn7a"	"Ctxn3,Otx2,Mctp2,Gad2"	0.28	0.72	""	0.05	0.95	"GABA"	"GABA"
1766	1977	"1977 LGv-ZI Otx2 Gaba_2"	497	"LGv-ZI Otx2 Gaba_2"	"0497 LGv-ZI Otx2 Gaba_2"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"TH:0.92"	"LGv:0.79,RT:0.08"	211	103	0	"Ngf,Onecut1,Zic1,Sulf1,Cnr1"	"Zic5,Gpr139,Sp9,Pou6f2,Htr1b,Cnr1,Slc32a1,Bcl11a"	0.49	0.51	""	0.03	0.97	"GABA"	"GABA"
1767	1978	"1978 LGv-ZI Otx2 Gaba_2"	497	"LGv-ZI Otx2 Gaba_2"	"0497 LGv-ZI Otx2 Gaba_2"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"TH:0.83"	"LGv:0.71,fiber tracts:0.11"	149	126	0	"Arhgef38,Ctxn3,Slc32a1"	"Ctxn3,Qrfpr,Col18a1,Zic1"	0.43	0.57	""	0.01	0.99	"GABA"	"GABA"
1763	1979	"1979 LGv-ZI Otx2 Gaba_3"	498	"LGv-ZI Otx2 Gaba_3"	"0498 LGv-ZI Otx2 Gaba_3"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"LGv-IGL"	NA	"TH:0.67,NA:0.32"	"LGv:0.64,fiber tracts:0.2"	113	80	0	"Slc10a4,P2rx5,Ctxn3,Reln"	"Ctxn3,Drd5,Ecel1,Cbln2,Slc32a1"	0.27	0.73	""	0.03	0.97	"GABA"	"GABA"
1757	1980	"1980 LGv-ZI Otx2 Gaba_4"	499	"LGv-ZI Otx2 Gaba_4"	"0499 LGv-ZI Otx2 Gaba_4"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI"	NA	"TH:0.46,HY:0.43"	"ZI:0.42,VPL:0.2,ar:0.07,TH:0.05,RT:0.04,AV:0.03"	241	180	0	"Otx2os1,Arx,Gpr149,Gm32647,Bcl11a"	"Otx2,Otof,Ecel1,Zic1,Six3,Gad2,Dlk1"	0.46	0.54	""	0.03	0.97	"GABA"	"GABA"
1773	1981	"1981 LGv-ZI Otx2 Gaba_4"	499	"LGv-ZI Otx2 Gaba_4"	"0499 LGv-ZI Otx2 Gaba_4"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI post - LGv"	NA	"TH:0.72,HY:0.17"	"LGv:0.54,ZI:0.17,ar:0.1"	240	111	0	"Tmc1,Syt6,Otx1,Nxph1"	"Otx2,Sp9,Vit,Ntng1,Dlk1,Bcl11a"	0.41	0.59	""	0.03	0.97	"GABA"	"GABA"
1774	1982	"1982 LGv-ZI Otx2 Gaba_4"	499	"LGv-ZI Otx2 Gaba_4"	"0499 LGv-ZI Otx2 Gaba_4"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI post - LGv"	NA	"TH:0.68,NA:0.21"	"LGv:0.39,ZI:0.11,IGL:0.08,RT:0.08,ar:0.08,LGd-co:0.05,fi:0.05"	130	78	0	"Otx1,Dlx1,Tacr1,Pawr,Pdlim5"	"Otx2,Sp9,Lhx1,Pou6f2,Tacr1,Trhde"	0.41	0.59	""	0.01	0.99	"GABA"	"GABA"
1778	1983	"1983 LGv-ZI Otx2 Gaba_4"	499	"LGv-ZI Otx2 Gaba_4"	"0499 LGv-ZI Otx2 Gaba_4"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI post - LGv"	NA	"TH:0.58,HY:0.36"	"LGv:0.42,ZI:0.36,RT:0.08"	135	165	0	"Otx2os1,Tnnt2,Pou3f1,Serpinb1b,Cntn4,Cnr1"	"Otx2,Sp9,Pou3f1,Syt6,Cnr1,Reln"	0.33	0.67	""	0.03	0.97	"GABA"	"GABA"
1752	1984	"1984 LGv-ZI Otx2 Gaba_5"	500	"LGv-ZI Otx2 Gaba_5"	"0500 LGv-ZI Otx2 Gaba_5"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI post - LGv"	NA	"TH:0.62,HY:0.22"	"TH:0.15,ZI:0.12,PR:0.09,RE:0.09,HY:0.07,LGv:0.06,VM:0.05,ar:0.04,AMd:0.04,root:0.04,AV:0.03,fi:0.03,PT:0.02"	241	198	0	"Abca4,Crhbp,Zic1,Olig2,Tenm2"	"Otx2,Crhbp,Pax6,Igf1,Zfp536"	0.43	0.57	""	0.05	0.95	"GABA"	"GABA"
1755	1985	"1985 LGv-ZI Otx2 Gaba_5"	500	"LGv-ZI Otx2 Gaba_5"	"0500 LGv-ZI Otx2 Gaba_5"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI"	NA	"TH:0.76,HY:0.17"	"TH:0.17,ZI:0.17,LGv:0.14,RT:0.14,AMv:0.07,VPL:0.07,AMd:0.05"	34	99	0	"Gm30373,Pax6,Vgll3,Slc10a4,Plch1"	"Pax6,Ptger3,Npsr1,Ramp3,Dscaml1,Six3"	0.3	0.7	""	0.01	0.99	"GABA"	"GABA"
1764	1986	"1986 LGv-ZI Otx2 Gaba_5"	500	"LGv-ZI Otx2 Gaba_5"	"0500 LGv-ZI Otx2 Gaba_5"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI post - LGv"	NA	"TH:0.41,HY:0.39"	"ZI:0.37,LGv:0.19,VPL:0.1,fiber tracts:0.06,SubG:0.04,RT:0.03,ar:0.03"	154	199	0	"Pax6,Vgll3,Megf11,Prkd1,Gpr139"	"Pax6,Otx2,Ecel1,Pde3a,Six3"	0.34	0.66	""	0.04	0.96	"GABA"	"GABA"
1771	1987	"1987 LGv-ZI Otx2 Gaba_5"	500	"LGv-ZI Otx2 Gaba_5"	"0500 LGv-ZI Otx2 Gaba_5"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI post - LGv"	NA	"TH:0.55,HY:0.33"	"ZI:0.33,LGv:0.3,TH:0.1,ar:0.1"	456	301	0	"Gm30373,Otx2os1,Ecel1,Slc10a4"	"Otx2,Pax6,Slc32a1,Cd24a,Tox,Lypd1"	0.43	0.57	""	0.03	0.97	"GABA"	"GABA"
1772	1988	"1988 LGv-ZI Otx2 Gaba_5"	500	"LGv-ZI Otx2 Gaba_5"	"0500 LGv-ZI Otx2 Gaba_5"	109	"LGv-ZI Otx2 Gaba"	"109 LGv-ZI Otx2 Gaba"	"HY GABA"	12	"12 HY GABA"	"ZI post - LGv"	NA	"TH:0.78,NA:0.15"	"LGv:0.5,IGL:0.15,ZI:0.08,ar:0.07,RT:0.04"	279	264	0	"Abca4,Otx2os1,Ecel1,Penk,Sema3c"	"Otx2,Sp9,Pax6,Fgf10,Ecel1,Sema3c"	0.44	0.56	""	0.02	0.98	"GABA"	"GABA"
2679	1989	"1989 BST-po Iigp1 Glut_1"	501	"BST-po Iigp1 Glut_1"	"0501 BST-po Iigp1 Glut_1"	110	"BST-po Iigp1 Glut"	"110 BST-po Iigp1 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BST (BSM?)"	NA	"TH:0.64,PAL:0.18"	"TH:0.27,AV:0.22,BST:0.15,fi:0.1,AMv:0.06,root:0.05"	122	33	0	"Gm34609,Drd3"	"Drd3,Prkcq,Cpa6"	0.61	0.39	""	0.06	0.94	"Glut"	"Glut"
2866	1990	"1990 TRS-BAC Sln Glut_1"	502	"TRS-BAC Sln Glut_1"	"0502 TRS-BAC Sln Glut_1"	111	"TRS-BAC Sln Glut"	"111 TRS-BAC Sln Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"TRS"	NA	"NA:0.45,LSX:0.36"	"SF:0.35,vhc:0.19,V3:0.19,TRS:0.17"	934	4	0	"Sln,Sost"	"Eomes,Corin,Ndnf"	0.46	0.54	""	0.02	0.98	"Glut"	"Glut"
2867	1991	"1991 TRS-BAC Sln Glut_1"	502	"TRS-BAC Sln Glut_1"	"0502 TRS-BAC Sln Glut_1"	111	"TRS-BAC Sln Glut"	"111 TRS-BAC Sln Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"TRS"	NA	"NA:0.57,LSX:0.36"	"V3:0.44,SF:0.34,sm:0.05"	25	4	0	"Duox2,A730046J19Rik"	"Eomes,Corin,Kcnmb2"	0.14	0.86	""	0.07	0.93	"Glut"	"Glut"
2868	1992	"1992 TRS-BAC Sln Glut_1"	502	"TRS-BAC Sln Glut_1"	"0502 TRS-BAC Sln Glut_1"	111	"TRS-BAC Sln Glut"	"111 TRS-BAC Sln Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"TRS"	NA	"NA:0.57,LSX:0.31"	"V3:0.48,SF:0.31,PVT:0.1"	64	7	0	"Duox2,9330158H04Rik,Lhx9"	"Eomes,Ctxn3,9330158H04Rik,Lhx9"	0.2	0.8	""	0.04	0.96	"Glut"	"Glut"
2869	1993	"1993 TRS-BAC Sln Glut_2"	503	"TRS-BAC Sln Glut_2"	"0503 TRS-BAC Sln Glut_2"	111	"TRS-BAC Sln Glut"	"111 TRS-BAC Sln Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BAC"	NA	"NA:0.62,PAL:0.28"	"fx:0.29,BST:0.25,fiber tracts:0.2,sm:0.11"	89	6	0	"Sln,Cnga3,Cck"	"Corin,Ctxn3,Penk,Ebf2"	0.75	0.25	""	0.03	0.97	"Glut"	"Glut"
2870	1994	"1994 TRS-BAC Sln Glut_2"	503	"TRS-BAC Sln Glut_2"	"0503 TRS-BAC Sln Glut_2"	111	"TRS-BAC Sln Glut"	"111 TRS-BAC Sln Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BAC"	NA	"NA:0.71,TH:0.13"	"fx:0.38,sm:0.19,TH:0.09,BST:0.06,fiber tracts:0.06,mct:0.06"	57	4	0	"Gm10165,Samd3,Postn"	"Mctp2,Mab21l2,Lhx1,Lhx9,Ebf2"	0.54	0.46	""	0.05	0.95	"Glut"	"Glut"
2732	1995	"1995 GPi Tbr1 Cngb3 Gaba-Glut_1"	504	"GPi Tbr1 Cngb3 Gaba-Glut_1"	"0504 GPi Tbr1 Cngb3 Gaba-Glut_1"	112	"GPi Tbr1 Cngb3 Gaba-Glut"	"112 GPi Tbr1 Cngb3 Gaba-Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"GPi"	NA	"HY:0.39,PAL:0.39,NA:0.17"	"LHA:0.25,GPi:0.17,GPe:0.11,PAL:0.11,int:0.08,LPO:0.06,RT:0.06"	138	45	0	"Cngb3,Gm12082"	"Pax6,Lhx9,Rxfp3,Chst9"	0.51	0.49	""	0.14	0.86	"Glut-GABA"	"Glut-GABA"
2755	1996	"1996 GPi Tbr1 Cngb3 Gaba-Glut_1"	504	"GPi Tbr1 Cngb3 Gaba-Glut_1"	"0504 GPi Tbr1 Cngb3 Gaba-Glut_1"	112	"GPi Tbr1 Cngb3 Gaba-Glut"	"112 GPi Tbr1 Cngb3 Gaba-Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"GPi"	NA	"PAL:0.52,NA:0.46"	"int:0.46,GPi:0.44"	162	1	0	"Cngb3,Itga2"	"Pax6,Lhx9,Qrfpr,Drd1"	0.66	0.34	""	0.13	0.87	"Glut-GABA"	"Glut-GABA"
