ens,symbol,allenGenes
ENSMUSG00000006538,Ihh,Ihh
ENSMUSG00000026162,Nhej1,Nhej1
ENSMUSG00000026205,Slc23a3,Slc23a3
ENSMUSG00000033159,Cnppd1,Cnppd1
ENSMUSG00000049339,Retreg2,Retreg2
ENSMUSG00000026197,Zfand2b,Zfand2b
ENSMUSG00000026198,Abcb6,Abcb6
ENSMUSG00000033124,Atg9a,Atg9a
ENSMUSG00000026199,Ankzf1,Ankzf1
ENSMUSG00000026200,Glb1l,Glb1l
ENSMUSG00000026201,Stk16,Stk16
ENSMUSG00000026202,Tuba4a,Tuba4a
ENSMUSG00000096094,A630095N17Rik,A630095N17Rik
ENSMUSG00000026203,Dnajb2,Dnajb2
ENSMUSG00000026204,Ptprn,Ptprn
ENSMUSG00000101840,Gm28294,Gm28294
ENSMUSG00000033061,Resp18,Resp18
ENSMUSG00000100556,Gm28902,Gm28902
ENSMUSG00000026209,Dnpep,Dnpep
ENSMUSG00000026208,Des,Des
ENSMUSG00000085653,Gm15179,Gm15179
ENSMUSG00000026207,Speg,Speg
ENSMUSG00000086053,Gm15178,Gm15178
ENSMUSG00000033021,Gmppa,Gmppa
ENSMUSG00000033007,Asic4,Asic4
ENSMUSG00000032997,Chpf,Chpf
ENSMUSG00000026211,Obsl1,Obsl1
ENSMUSG00000051703,Tmem198,Tmem198
ENSMUSG00000032968,Inha,Inha
ENSMUSG00000026213,Stk11ip,Stk11ip
ENSMUSG00000006576,Slc4a3,Slc4a3
ENSMUSG00000099996,Gm29065,Gm29065
ENSMUSG00000100827,Gm29069,Gm29069
ENSMUSG00000100553,Gm17751,Gm17751
ENSMUSG00000100534,Gm816,Gm816
ENSMUSG00000026235,Epha4,Epha4
ENSMUSG00000101849,Gm28386,Gm28386
ENSMUSG00000102052,Gm28387,Gm28387
ENSMUSG00000004872,Pax3,Pax3
ENSMUSG00000032908,Sgpp2,Sgpp2
ENSMUSG00000099561,Gm28410,Gm28410
ENSMUSG00000026245,Farsb,Farsb
ENSMUSG00000090486,BC035947,BC035947
ENSMUSG00000012187,Mogat1,Mogat1
ENSMUSG00000099364,5730419F03Rik,5730419F03Rik
ENSMUSG00000100562,Gm29611,Gm29611
ENSMUSG00000032883,Acsl3,Acsl3
ENSMUSG00000079470,Utp14b,Utp14b
ENSMUSG00000099706,Gm29536,Gm29536
ENSMUSG00000047330,Kcne4,Kcne4
ENSMUSG00000101324,Gm29187,Gm29187
ENSMUSG00000050711,Scg2,Scg2
ENSMUSG00000054702,Ap1s3,Ap1s3
ENSMUSG00000073643,Wdfy1,Wdfy1
ENSMUSG00000026248,Mrpl44,Mrpl44
ENSMUSG00000026249,Serpine2,Serpine2
ENSMUSG00000099552,9830004L10Rik,9830004L10Rik
ENSMUSG00000043230,Fam124b,Fam124b
ENSMUSG00000101257,2310015K22Rik,2310015K22Rik
ENSMUSG00000004364,Cul3,Cul3
ENSMUSG00000101722,Gm29125,Gm29125
ENSMUSG00000101483,1700016L21Rik,1700016L21Rik
ENSMUSG00000110100,Gm45261,Gm45261
ENSMUSG00000038608,Dock10,Dock10
ENSMUSG00000054976,Nyap2,Nyap2
ENSMUSG00000055980,Irs1,Irs1
ENSMUSG00000022591,Gm9747,Gm9747
ENSMUSG00000026142,Rhbdd1,Rhbdd1
ENSMUSG00000100786,Gm28940,Gm28940
ENSMUSG00000067158,Col4a4,Col4a4
ENSMUSG00000079465,Col4a3,Col4a3
ENSMUSG00000097564,C430014B12Rik,C430014B12Rik
ENSMUSG00000026150,Mff,Mff
ENSMUSG00000101450,Gm28941,Gm28941
ENSMUSG00000026149,Tm4sf20,Tm4sf20
ENSMUSG00000114299,Gm47791,Gm47791
ENSMUSG00000100170,Gm28942,Gm28942
ENSMUSG00000026159,Agfg1,Agfg1
ENSMUSG00000113880,A030005L19Rik,A030005L19Rik
ENSMUSG00000113973,A030014E15Rik,A030014E15Rik
ENSMUSG00000113846,Gm6217,Gm6217
ENSMUSG00000113084,A030003K21Rik,A030003K21Rik
ENSMUSG00000113925,Gm7544,Gm7544
ENSMUSG00000114011,Gm47955,Gm47955
ENSMUSG00000113097,Gm47959,Gm47959
ENSMUSG00000038496,Slc19a3,Slc19a3
ENSMUSG00000100190,Krtap28-10,Krtap28-10
ENSMUSG00000113267,Gm47969,Gm47969
ENSMUSG00000104423,A030005K14Rik,A030005K14Rik
ENSMUSG00000101315,Krtap28-13,Krtap28-13
ENSMUSG00000026166,Ccl20,Ccl20
ENSMUSG00000053161,Daw1,Daw1
ENSMUSG00000026163,Sphkap,Sphkap
ENSMUSG00000100580,4933436I20Rik,4933436I20Rik
ENSMUSG00000045658,Pid1,Pid1
ENSMUSG00000036766,Dner,Dner
ENSMUSG00000026219,Trip12,Trip12
ENSMUSG00000073633,Fbxo36,Fbxo36
ENSMUSG00000026220,Slc16a14,Slc16a14
ENSMUSG00000052477,C130026I21Rik,C130026I21Rik
ENSMUSG00000089844,A530032D15Rik,A530032D15Rik
ENSMUSG00000073631,Gm10553,Gm10553
ENSMUSG00000072109,A530040E14Rik,A530040E14Rik
ENSMUSG00000090252,Gm16028,Gm16028
ENSMUSG00000089652,Gm16025,Gm16025
ENSMUSG00000089714,Gm16092,Gm16092
ENSMUSG00000094127,G530012D18Rik,G530012D18Rik
ENSMUSG00000070034,Sp110,Sp110
ENSMUSG00000090103,Gm16094,Gm16094
ENSMUSG00000070031,Sp140,Sp140
ENSMUSG00000073628,Gm10552,Gm10552
ENSMUSG00000090246,Gm17017,Gm17017
ENSMUSG00000026222,Sp100,Sp100
ENSMUSG00000052760,A630001G21Rik,A630001G21Rik
ENSMUSG00000100217,9930111H07Rik,9930111H07Rik
ENSMUSG00000036707,Cab39,Cab39
ENSMUSG00000026223,Itm2c,Itm2c
ENSMUSG00000026224,4933407L21Rik,4933407L21Rik
ENSMUSG00000099767,Gm28884,Gm28884
ENSMUSG00000049608,Gpr55,Gpr55
ENSMUSG00000100108,Gm28100,Gm28100
ENSMUSG00000026226,Spata3,Spata3
ENSMUSG00000026227,2810459M11Rik,2810459M11Rik
ENSMUSG00000026229,Psmd1,Psmd1
ENSMUSG00000026228,Htr2b,Htr2b
ENSMUSG00000062590,Armc9,Armc9
ENSMUSG00000087538,Gm16341,Gm16341
ENSMUSG00000079445,B3gnt7,B3gnt7
ENSMUSG00000099644,Gm28626,Gm28626
ENSMUSG00000026234,Ncl,Ncl
ENSMUSG00000073627,C130036L24Rik,C130036L24Rik
ENSMUSG00000026237,Nmur1,Nmur1
ENSMUSG00000036574,Tex44,Tex44
ENSMUSG00000026238,Ptma,Ptma
ENSMUSG00000026239,Pde6d,Pde6d
ENSMUSG00000026240,Cops7b,Cops7b
ENSMUSG00000026241,Nppc,Nppc
ENSMUSG00000053333,Dis3l2,Dis3l2
ENSMUSG00000100768,Gm29055,Gm29055
ENSMUSG00000099401,Gm28375,Gm28375
ENSMUSG00000101625,Gm29371,Gm29371
ENSMUSG00000026246,Alppl2,Alppl2
ENSMUSG00000079440,Alpi,Alpi
ENSMUSG00000036500,Akp3,Akp3
ENSMUSG00000099839,Gm29374,Gm29374
ENSMUSG00000026247,Ecel1,Ecel1
ENSMUSG00000036480,Prss56,Prss56
ENSMUSG00000026251,Chrnd,Chrnd
ENSMUSG00000026253,Chrng,Chrng
ENSMUSG00000026254,Eif4e2,Eif4e2
ENSMUSG00000026255,Efhd1,Efhd1
ENSMUSG00000089821,Efhd1os,Efhd1os
ENSMUSG00000048000,Gigyf2,Gigyf2
ENSMUSG00000079436,Kcnj13,Kcnj13
ENSMUSG00000026258,Snorc,Snorc
ENSMUSG00000026259,Ngef,Ngef
ENSMUSG00000079434,Neu2,Neu2
ENSMUSG00000026288,Inpp5d,Inpp5d
ENSMUSG00000026289,Atg16l1,Atg16l1
ENSMUSG00000056055,Sag,Sag
ENSMUSG00000070738,Dgkd,Dgkd
ENSMUSG00000101942,Gm19582,Gm19582
ENSMUSG00000005501,Usp40,Usp40
ENSMUSG00000090165,Ugt1a10,Ugt1a10
ENSMUSG00000092220,Gm20528,Gm20528
ENSMUSG00000090175,Ugt1a9,Ugt1a9
ENSMUSG00000089675,Ugt1a8,Ugt1a8
ENSMUSG00000090124,Ugt1a7c,Ugt1a7c
ENSMUSG00000090145,Ugt1a6b,Ugt1a6b
ENSMUSG00000054545,Ugt1a6a,Ugt1a6a
ENSMUSG00000089943,Ugt1a5,Ugt1a5
ENSMUSG00000090171,Ugt1a2,Ugt1a2
ENSMUSG00000081984,Dnajb3,Dnajb3
ENSMUSG00000089960,Ugt1a1,Ugt1a1
ENSMUSG00000079429,Mroh2a,Mroh2a
ENSMUSG00000044783,Hjurp,Hjurp
ENSMUSG00000036251,Trpm8,Trpm8
ENSMUSG00000085420,4930453O03Rik,4930453O03Rik
ENSMUSG00000026295,Spp2,Spp2
ENSMUSG00000099553,Gm29538,Gm29538
ENSMUSG00000100908,Gm28888,Gm28888
ENSMUSG00000062310,Glrp1,Glrp1
ENSMUSG00000100798,Gm19589,Gm19589
ENSMUSG00000100367,Gm29336,Gm29336
ENSMUSG00000049866,Arl4c,Arl4c
ENSMUSG00000097398,Platr5,Platr5
ENSMUSG00000099848,Gm29337,Gm29337
ENSMUSG00000099378,1700067G17Rik,1700067G17Rik
ENSMUSG00000036206,Sh3bp4,Sh3bp4
ENSMUSG00000101288,Gm28342,Gm28342
ENSMUSG00000099938,C030007H22Rik,C030007H22Rik
ENSMUSG00000055013,Agap1,Agap1
ENSMUSG00000101662,Gm28499,Gm28499
ENSMUSG00000102009,4933400F21Rik,4933400F21Rik
ENSMUSG00000034486,Gbx2,Gbx2
ENSMUSG00000092627,D130058E05Rik,D130058E05Rik
ENSMUSG00000067081,Asb18,Asb18
ENSMUSG00000026301,Iqca,Iqca
ENSMUSG00000100850,4930434B07Rik,4930434B07Rik
ENSMUSG00000044337,Ackr3,Ackr3
ENSMUSG00000101951,Gm28721,Gm28721
ENSMUSG00000101028,Gm28723,Gm28723
ENSMUSG00000101997,Gm28722,Gm28722
ENSMUSG00000034432,Cops8,Cops8
ENSMUSG00000056128,Gm9991,Gm9991
ENSMUSG00000048126,Col6a3,Col6a3
ENSMUSG00000026303,Mlph,Mlph
ENSMUSG00000090550,Prlh,Prlh
ENSMUSG00000026304,Rab17,Rab17
ENSMUSG00000100791,Gm28199,Gm28199
ENSMUSG00000026305,Lrrfip1,Lrrfip1
ENSMUSG00000070732,Rbm44,Rbm44
ENSMUSG00000034353,Ramp1,Ramp1
ENSMUSG00000034343,Ube2f,Ube2f
ENSMUSG00000026307,Scly,Scly
ENSMUSG00000090322,Gm17090,Gm17090
ENSMUSG00000049515,Espnl,Espnl
ENSMUSG00000026308,Klhl30,Klhl30
ENSMUSG00000047443,Erfe,Erfe
ENSMUSG00000026309,Ilkap,Ilkap
ENSMUSG00000100253,1700020N18Rik,1700020N18Rik
ENSMUSG00000067071,Hes6,Hes6
ENSMUSG00000055866,Per2,Per2
ENSMUSG00000100151,Gm28382,Gm28382
ENSMUSG00000034292,Traf3ip1,Traf3ip1
ENSMUSG00000026311,Asb1,Asb1
ENSMUSG00000101705,Gm28380,Gm28380
ENSMUSG00000100980,Gm29100,Gm29100
ENSMUSG00000007805,Twist2,Twist2
ENSMUSG00000101414,Gm29101,Gm29101
ENSMUSG00000026313,Hdac4,Hdac4
ENSMUSG00000101265,Gm29099,Gm29099
ENSMUSG00000026260,Ndufa10,Ndufa10
ENSMUSG00000067064,Olfr1416,Olfr1416
ENSMUSG00000057464,Olfr1415,Olfr1415
ENSMUSG00000042849,Olfr1414,Olfr1414
ENSMUSG00000058904,Olfr1413,Olfr1413
ENSMUSG00000097001,1700054K02Rik,1700054K02Rik
ENSMUSG00000046300,Olfr1412,Olfr1412
ENSMUSG00000062497,Olfr1411,Olfr1411
ENSMUSG00000063583,Olfr1410,Olfr1410
ENSMUSG00000061616,Olfr12,Olfr12
ENSMUSG00000073616,Cops9,Cops9
ENSMUSG00000044055,Otos,Otos
ENSMUSG00000100546,Gm29483,Gm29483
ENSMUSG00000099665,Gm29482,Gm29482
ENSMUSG00000100781,Gm29481,Gm29481
ENSMUSG00000034220,Gpc1,Gpc1
ENSMUSG00000101995,Gm29480,Gm29480
ENSMUSG00000034212,Ankmy1,Ankmy1
ENSMUSG00000047067,Dusp28,Dusp28
ENSMUSG00000097251,5033417F24Rik,5033417F24Rik
ENSMUSG00000026269,Rnpepl1,Rnpepl1
ENSMUSG00000100632,9430060I03Rik,9430060I03Rik
ENSMUSG00000026270,Capn10,Capn10
ENSMUSG00000026271,Gpr35,Gpr35
ENSMUSG00000045091,Aqp12,Aqp12
ENSMUSG00000014602,Kif1a,Kif1a
ENSMUSG00000101378,Gm28086,Gm28086
ENSMUSG00000026272,Agxt,Agxt
ENSMUSG00000034159,Mab21l4,Mab21l4
ENSMUSG00000084989,Crocc2,Crocc2
ENSMUSG00000047793,Sned1,Sned1
ENSMUSG00000026273,Mterf4,Mterf4
ENSMUSG00000101172,Gm28535,Gm28535
ENSMUSG00000026274,Pask,Pask
ENSMUSG00000026275,Ppp1r7,Ppp1r7
ENSMUSG00000034107,Ano7,Ano7
ENSMUSG00000034088,Hdlbp,Hdlbp
ENSMUSG00000026276,Sept2,Sept2
ENSMUSG00000116048,Sept2,Sept2 ENSMUSG00000116048
ENSMUSG00000034066,Farp2,Farp2
ENSMUSG00000026277,Stk25,Stk25
ENSMUSG00000100927,Gm28536,Gm28536
ENSMUSG00000026278,Bok,Bok
ENSMUSG00000026279,Thap4,Thap4
ENSMUSG00000101952,Gm10550,Gm10550
ENSMUSG00000026280,Atg4b,Atg4b
ENSMUSG00000026281,Dtymk,Dtymk
ENSMUSG00000026283,Ing5,Ing5
ENSMUSG00000073609,D2hgdh,D2hgdh
ENSMUSG00000094651,Gal3st2,Gal3st2
ENSMUSG00000093805,Gal3st2b,Gal3st2b
ENSMUSG00000073608,Gal3st2c,Gal3st2c
ENSMUSG00000034000,Neu4,Neu4
ENSMUSG00000026285,Pdcd1,Pdcd1
ENSMUSG00000100518,4930440C22Rik,4930440C22Rik
ENSMUSG00000051185,Fam174a,Fam174a
ENSMUSG00000040710,St8sia4,St8sia4
ENSMUSG00000100777,4930598F16Rik,4930598F16Rik
ENSMUSG00000100062,1700063A18Rik,1700063A18Rik
ENSMUSG00000100336,Gm29601,Gm29601
ENSMUSG00000100589,4930533P14Rik,4930533P14Rik
ENSMUSG00000040693,Slco4c1,Slco4c1
ENSMUSG00000097814,Panct2,Panct2
ENSMUSG00000100454,Gm28901,Gm28901
ENSMUSG00000026331,Slco6c1,Slco6c1
ENSMUSG00000044768,D1Ertd622e,D1Ertd622e
ENSMUSG00000040648,Ppip5k2,Ppip5k2
ENSMUSG00000026333,Gin1,Gin1
ENSMUSG00000026335,Pam,Pam
ENSMUSG00000089706,B230216N24Rik,B230216N24Rik
ENSMUSG00000100182,1810006J02Rik,1810006J02Rik
ENSMUSG00000100711,Gm29461,Gm29461
ENSMUSG00000026336,Slco6d1,Slco6d1
ENSMUSG00000100009,Gm7967,Gm7967
ENSMUSG00000067028,Cntnap5b,Cntnap5b
ENSMUSG00000100684,Gm20268,Gm20268
ENSMUSG00000099375,Gm28187,Gm28187
ENSMUSG00000050840,Cdh20,Cdh20
ENSMUSG00000089866,Gm15699,Gm15699
ENSMUSG00000099669,Gm29012,Gm29012
ENSMUSG00000047496,Rnf152,Rnf152
ENSMUSG00000097482,Gm17634,Gm17634
ENSMUSG00000101214,Gm28403,Gm28403
ENSMUSG00000056536,Pign,Pign
ENSMUSG00000100672,Gm28404,Gm28404
ENSMUSG00000026319,Relch,Relch
ENSMUSG00000026321,Tnfrsf11a,Tnfrsf11a
ENSMUSG00000099843,Gm7160,Gm7160
ENSMUSG00000038866,Zcchc2,Zcchc2
ENSMUSG00000101583,Gm20753,Gm20753
ENSMUSG00000044340,Phlpp1,Phlpp1
ENSMUSG00000100247,A530053M12Rik,A530053M12Rik
ENSMUSG00000057329,Bcl2,Bcl2
ENSMUSG00000054006,D630008O14Rik,D630008O14Rik
ENSMUSG00000009905,Kdsr,Kdsr
ENSMUSG00000009907,Vps4b,Vps4b
ENSMUSG00000067006,Serpinb5,Serpinb5
ENSMUSG00000059956,Serpinb12,Serpinb12
ENSMUSG00000048775,Serpinb13,Serpinb13
ENSMUSG00000044594,Serpinb3a,Serpinb3a
ENSMUSG00000058017,Serpinb3d,Serpinb3d
ENSMUSG00000073602,Serpinb3b,Serpinb3b
ENSMUSG00000073601,Serpinb3c,Serpinb3c
ENSMUSG00000026327,Serpinb11,Serpinb11
ENSMUSG00000087210,Gm15391,Gm15391
ENSMUSG00000067001,Serpinb7,Serpinb7
ENSMUSG00000062345,Serpinb2,Serpinb2
ENSMUSG00000026315,Serpinb8,Serpinb8
ENSMUSG00000086161,Gm15389,Gm15389
ENSMUSG00000100457,D830032E09Rik,D830032E09Rik
ENSMUSG00000026312,Cdh7,Cdh7
ENSMUSG00000047216,Cdh19,Cdh19
ENSMUSG00000101253,Gm29088,Gm29088
ENSMUSG00000038702,Dsel,Dsel
ENSMUSG00000101453,Gm28189,Gm28189
ENSMUSG00000097648,9330185C12Rik,9330185C12Rik
ENSMUSG00000070695,Cntnap5a,Cntnap5a
ENSMUSG00000094429,Gm19965,Gm19965
ENSMUSG00000107979,Zfp813-ps,Zfp813-ps
ENSMUSG00000100265,Gm28363,Gm28363
ENSMUSG00000101303,B020011L13Rik,B020011L13Rik
ENSMUSG00000100305,Gm28360,Gm28360
ENSMUSG00000101415,Gm28168,Gm28168
ENSMUSG00000100617,Gm7145,Gm7145
ENSMUSG00000102030,Gm29106,Gm29106
ENSMUSG00000026374,Tsn,Tsn
ENSMUSG00000026377,Nifk,Nifk
ENSMUSG00000099936,Gm28867,Gm28867
ENSMUSG00000064302,Clasp1,Clasp1
ENSMUSG00000107722,2900060B14Rik,2900060B14Rik
ENSMUSG00000026380,Tfcp2l1,Tfcp2l1
ENSMUSG00000048402,Gli2,Gli2
ENSMUSG00000097408,Gm26831,Gm26831
ENSMUSG00000099860,Gm29456,Gm29456
ENSMUSG00000101179,Gm29455,Gm29455
ENSMUSG00000037035,Inhbb,Inhbb
ENSMUSG00000004451,Ralb,Ralb
ENSMUSG00000098447,Gm27184,Gm27184
ENSMUSG00000098923,Tmem185b,Tmem185b
ENSMUSG00000101731,3830432H09Rik,3830432H09Rik
ENSMUSG00000026383,Epb41l5,Epb41l5
ENSMUSG00000026384,Ptpn4,Ptpn4
ENSMUSG00000101224,Gm28209,Gm28209
ENSMUSG00000036975,Tmem177,Tmem177
ENSMUSG00000036962,Cfap221,Cfap221
ENSMUSG00000026387,Sctr,Sctr
ENSMUSG00000050777,Tmem37,Tmem37
ENSMUSG00000026385,Dbi,Dbi
ENSMUSG00000026388,3110009E18Rik,3110009E18Rik
ENSMUSG00000026389,Steap3,Steap3
ENSMUSG00000036907,C1ql2,C1ql2
ENSMUSG00000101275,1700012E03Rik,1700012E03Rik
ENSMUSG00000026390,Marco,Marco
ENSMUSG00000058665,En1,En1
ENSMUSG00000099957,2610027F03Rik,2610027F03Rik
ENSMUSG00000101386,Gm29346,Gm29346
ENSMUSG00000101922,Gm29345,Gm29345
ENSMUSG00000099336,Gm29348,Gm29348
ENSMUSG00000100979,Gm29347,Gm29347
ENSMUSG00000097881,Celrr,Celrr
ENSMUSG00000101700,Gm29359,Gm29359
ENSMUSG00000003721,Insig2,Insig2
ENSMUSG00000101791,2210011K15Rik,2210011K15Rik
ENSMUSG00000026339,Ccdc93,Ccdc93
ENSMUSG00000085857,Gm15392,Gm15392
ENSMUSG00000050534,Htr5b,Htr5b
ENSMUSG00000001674,Ddx18,Ddx18
ENSMUSG00000099960,Gm28590,Gm28590
ENSMUSG00000036815,Dpp10,Dpp10
ENSMUSG00000099574,1700121L03Rik,1700121L03Rik
ENSMUSG00000026341,Actr3,Actr3
ENSMUSG00000102063,Gm28706,Gm28706
ENSMUSG00000026342,Slc35f5,Slc35f5
ENSMUSG00000026343,Gpr39,Gpr39
ENSMUSG00000026344,Lypd1,Lypd1
ENSMUSG00000049690,Nckap5,Nckap5
ENSMUSG00000101600,4930599A14Rik,4930599A14Rik
ENSMUSG00000036155,Mgat5,Mgat5
ENSMUSG00000026347,Tmem163,Tmem163
ENSMUSG00000026348,Acmsd,Acmsd
ENSMUSG00000102014,2900009J06Rik,2900009J06Rik
ENSMUSG00000026349,Ccnt2,Ccnt2
ENSMUSG00000051590,Map3k19,Map3k19
ENSMUSG00000036104,Rab3gap1,Rab3gap1
ENSMUSG00000036086,Zranb3,Zranb3
ENSMUSG00000099760,Gm28800,Gm28800
ENSMUSG00000056211,R3hdm1,R3hdm1
ENSMUSG00000026353,Ubxn4,Ubxn4
ENSMUSG00000026354,Lct,Lct
ENSMUSG00000026355,Mcm6,Mcm6
ENSMUSG00000026356,Dars,Dars
ENSMUSG00000045382,Cxcr4,Cxcr4
ENSMUSG00000097283,Gm26686,Gm26686
ENSMUSG00000042581,Thsd7b,Thsd7b
ENSMUSG00000086633,Gm16081,Gm16081
ENSMUSG00000026401,Cd55b,Cd55b
ENSMUSG00000087691,Gm15674,Gm15674
ENSMUSG00000086825,Gm15675,Gm15675
ENSMUSG00000026399,Cd55,Cd55
ENSMUSG00000085526,Gm16083,Gm16083
ENSMUSG00000042554,Zp3r,Zp3r
ENSMUSG00000026405,C4bp,C4bp
ENSMUSG00000026409,Pfkfb2,Pfkfb2
ENSMUSG00000046404,Yod1,Yod1
ENSMUSG00000042510,AA986860,AA986860
ENSMUSG00000099556,Gm28857,Gm28857
ENSMUSG00000100106,Gm28856,Gm28856
ENSMUSG00000026415,Fcamr,Fcamr
ENSMUSG00000086706,Gm15848,Gm15848
ENSMUSG00000026417,Pigr,Pigr
ENSMUSG00000042474,Fcmr,Fcmr
ENSMUSG00000026420,Il24,Il24
ENSMUSG00000026416,Il20,Il20
ENSMUSG00000016524,Il19,Il19
ENSMUSG00000016529,Il10,Il10
ENSMUSG00000016528,Mapkapk2,Mapkapk2
ENSMUSG00000016526,Dyrk3,Dyrk3
ENSMUSG00000026427,Eif2d,Eif2d
ENSMUSG00000026430,Rassf5,Rassf5
ENSMUSG00000042349,Ikbke,Ikbke
ENSMUSG00000102027,Gm28914,Gm28914
ENSMUSG00000102055,Gm28913,Gm28913
ENSMUSG00000026425,Srgap2,Srgap2
ENSMUSG00000101778,Gm29488,Gm29488
ENSMUSG00000055184,Fam72a,Fam72a
ENSMUSG00000026432,Avpr1b,Avpr1b
ENSMUSG00000004552,Ctse,Ctse
ENSMUSG00000052688,Rab7b,Rab7b
ENSMUSG00000042268,Slc26a9,Slc26a9
ENSMUSG00000042251,Pm20d1,Pm20d1
ENSMUSG00000013275,Slc41a1,Slc41a1
ENSMUSG00000026433,Rab29,Rab29
ENSMUSG00000026434,Nucks1,Nucks1
ENSMUSG00000026435,Slc45a3,Slc45a3
ENSMUSG00000026436,Elk4,Elk4
ENSMUSG00000059149,Mfsd4a,Mfsd4a
ENSMUSG00000026437,Cdk18,Cdk18
ENSMUSG00000099874,Gm29629,Gm29629
ENSMUSG00000079330,Lemd1,Lemd1
ENSMUSG00000118219,Gm29695,Gm29695
ENSMUSG00000066936,Gm10188,Gm10188
ENSMUSG00000101549,Gm29630,Gm29630
ENSMUSG00000042115,Klhdc8a,Klhdc8a
ENSMUSG00000009772,Nuak2,Nuak2
ENSMUSG00000100658,F730311O21Rik,F730311O21Rik
ENSMUSG00000042066,Tmcc2,Tmcc2
ENSMUSG00000090079,Gm15849,Gm15849
ENSMUSG00000042046,Dstyk,Dstyk
ENSMUSG00000097760,6030442K20Rik,6030442K20Rik
ENSMUSG00000026439,Rbbp5,Rbbp5
ENSMUSG00000048174,Tmem81,Tmem81
ENSMUSG00000053024,Cntn2,Cntn2
ENSMUSG00000026442,Nfasc,Nfasc
ENSMUSG00000101126,Gm10538,Gm10538
ENSMUSG00000026443,Lrrn2,Lrrn2
ENSMUSG00000054387,Mdm4,Mdm4
ENSMUSG00000026447,Pik3c2b,Pik3c2b
ENSMUSG00000101102,Gm28609,Gm28609
ENSMUSG00000046062,Ppp1r15b,Ppp1r15b
ENSMUSG00000041757,Plekha6,Plekha6
ENSMUSG00000101693,Gm19461,Gm19461
ENSMUSG00000115958,Gm28040,Gm28040
ENSMUSG00000116158,Kiss1,Kiss1
ENSMUSG00000070645,Ren1,Ren1
ENSMUSG00000070644,Etnk2,Etnk2
ENSMUSG00000070643,Sox13,Sox13
ENSMUSG00000090553,Snrpe,Snrpe
ENSMUSG00000102976,Zc3h11a,Zc3h11a
ENSMUSG00000116275,Zc3h11a,Zc3h11a ENSMUSG00000116275
ENSMUSG00000094410,Gm38394,Gm38394
ENSMUSG00000102049,Zbed6,Zbed6
ENSMUSG00000051998,Lax1,Lax1
ENSMUSG00000026463,Atp2b4,Atp2b4
ENSMUSG00000100830,Gm28441,Gm28441
ENSMUSG00000010311,Optc,Optc
ENSMUSG00000090208,Gm15851,Gm15851
ENSMUSG00000041577,Prelp,Prelp
ENSMUSG00000100987,Gm1627,Gm1627
ENSMUSG00000041559,Fmod,Fmod
ENSMUSG00000020423,Btg2,Btg2
ENSMUSG00000026450,Chit1,Chit1
ENSMUSG00000064246,Chil1,Chil1
ENSMUSG00000042451,Mybph,Mybph
ENSMUSG00000042429,Adora1,Adora1
ENSMUSG00000026459,Myog,Myog
ENSMUSG00000026458,Ppfia4,Ppfia4
ENSMUSG00000042305,Tmem183a,Tmem183a
ENSMUSG00000050526,4933406M09Rik,4933406M09Rik
ENSMUSG00000026456,Cyb5r1,Cyb5r1
ENSMUSG00000026457,Adipor1,Adipor1
ENSMUSG00000101061,Platr1,Platr1
ENSMUSG00000026455,Klhl12,Klhl12
ENSMUSG00000042229,Rabif,Rabif
ENSMUSG00000046367,Mgat4e,Mgat4e
ENSMUSG00000042207,Kdm5b,Kdm5b
ENSMUSG00000097435,Gm26783,Gm26783
ENSMUSG00000026452,Syt2,Syt2
ENSMUSG00000073557,Ppp1r12b,Ppp1r12b
ENSMUSG00000101168,Gm28892,Gm28892
ENSMUSG00000026429,Ube2t,Ube2t
ENSMUSG00000042793,Lgr6,Lgr6
ENSMUSG00000097988,Gm10535,Gm10535
ENSMUSG00000031506,Ptpn7,Ptpn7
ENSMUSG00000026426,Arl8a,Arl8a
ENSMUSG00000085311,Gm15445,Gm15445
ENSMUSG00000026424,Gpr37l1,Gpr37l1
ENSMUSG00000097680,Gm26642,Gm26642
ENSMUSG00000003051,Elf3,Elf3
ENSMUSG00000041926,Rnpep,Rnpep
ENSMUSG00000062580,Timm17a,Timm17a
ENSMUSG00000048096,Lmod1,Lmod1
ENSMUSG00000041889,Shisa4,Shisa4
ENSMUSG00000041879,Ipo9,Ipo9
ENSMUSG00000100620,Gm28277,Gm28277
ENSMUSG00000009418,Nav1,Nav1
ENSMUSG00000054412,Gm4793,Gm4793
ENSMUSG00000026421,Csrp1,Csrp1
ENSMUSG00000041801,Phlda3,Phlda3
ENSMUSG00000026418,Tnni1,Tnni1
ENSMUSG00000041782,Lad1,Lad1
ENSMUSG00000026414,Tnnt2,Tnnt2
ENSMUSG00000026413,Pkp1,Pkp1
ENSMUSG00000051985,Igfn1,Igfn1
ENSMUSG00000026411,Tmem9,Tmem9
ENSMUSG00000097918,Ascl5,Ascl5
ENSMUSG00000026407,Cacna1s,Cacna1s
ENSMUSG00000102717,Gm37759,Gm37759
ENSMUSG00000086264,Gm15850,Gm15850
ENSMUSG00000041642,Kif21b,Kif21b
ENSMUSG00000087230,Mroh3,Mroh3
ENSMUSG00000041605,Inava,Inava
ENSMUSG00000097315,Gm26568,Gm26568
ENSMUSG00000103594,A430034D21Rik,A430034D21Rik
ENSMUSG00000102941,Gm37552,Gm37552
